Make,Model,Vehicle_Class,Engine_Size,Cylinders,Transmission,Fuel_Consumption_in_City,Fuel_Consumption_in_City_Hwy,Fuel_Consumption_comb,CO2_Emissions,CO2_Level
Toyota,RAV4 AWD LE,SUV: Small,2.5,4,AS8,8.7,6.9,7.9,184,normal
Toyota,RAV4 AWD TRD Off-Road,SUV: Small,2.5,4,AS8,9.5,7.4,8.5,200,normal
Toyota,RAV4 Hybrid AWD,SUV: Small,2.5,4,AV,5.8,6.3,6.0,140,normal
Toyota,Sequoia 4WD,SUV: Standard,5.7,8,AS6,18.5,13.9,16.4,384,high
Toyota,Sienna,Minivan,2.5,4,AV,6.6,6.5,6.5,153,normal
Toyota,Sienna AWD,Minivan,2.5,4,AV,6.8,6.6,6.7,157,normal
Toyota,Tacoma 4WD,Pickup truck: Small,3.5,6,AS6,13.0,10.5,11.8,278,high
Toyota,Tacoma 4WD,Pickup truck: Small,3.5,6,M6,13.8,11.4,12.7,299,high
Toyota,Tacoma 4WD D-Cab TRD Off-Road/PRO,Pickup truck: Small,3.5,6,M6,13.8,11.7,12.9,300,high
Toyota,Tundra,Pickup truck: Standard,5.7,8,AS6,17.7,13.6,15.9,371,high
Toyota,Tundra 4WD,Pickup truck: Standard,5.7,8,AS6,18.0,14.2,16.3,382,high
Toyota,Venza AWD,SUV: Small,2.5,4,AV,5.9,6.4,6.1,141,normal
Volkswagen,Arteon 4MOTION,Full-size,2.0,4,AS8,11.6,7.7,9.8,230,normal
Volkswagen,Atlas 4MOTION,SUV: Small,2.0,4,AS8,11.7,9.9,10.9,256,high
Volkswagen,Atlas 4MOTION,SUV: Standard,3.6,6,AS8,14.6,10.9,12.9,301,high
Volkswagen,Atlas Cross Sport 4MOTION,SUV: Small,2.0,4,AS8,11.7,10.0,10.9,257,high
Volkswagen,Atlas Cross Sport 4MOTION,SUV: Small,3.6,6,AS8,13.8,10.4,12.3,289,high
Volkswagen,Golf,Compact,1.4,4,AS8,8.2,6.5,7.5,174,normal
Volkswagen,Golf,Compact,1.4,4,M6,8.0,6.1,7.1,166,normal
Volkswagen,Golf GTI,Compact,2.0,4,AM7,9.7,7.3,8.6,201,normal
Volkswagen,Golf GTI,Compact,2.0,4,M6,10.1,7.9,9.1,213,normal
Volkswagen,Jetta,Compact,1.4,4,AS8,8.0,6.0,7.1,165,normal
Volkswagen,Jetta,Compact,1.4,4,M6,7.9,5.8,6.9,162,normal
Volkswagen,Jetta GLI,Compact,2.0,4,AM7,9.7,6.8,8.4,195,normal
Volkswagen,Jetta GLI,Compact,2.0,4,M6,9.7,7.0,8.5,198,normal
Volkswagen,Passat,Mid-size,2.0,4,AS6,9.8,6.6,8.3,195,normal
Volkswagen,Tiguan,SUV: Small,2.0,4,AS8,10.4,8.1,9.4,219,normal
Volkswagen,Tiguan 4MOTION,SUV: Small,2.0,4,AS8,11.0,8.6,9.9,232,normal
Volvo,S60 T5,Compact,2.0,4,AS8,10.0,6.8,8.6,200,normal
Volvo,S60 T5 AWD,Compact,2.0,4,AS8,10.8,7.2,9.2,215,normal
Volvo,S60 T6 AWD,Compact,2.0,4,AS8,11.0,7.4,9.4,219,normal
Volvo,S90 T6 AWD,Mid-size,2.0,4,AS8,11.3,7.5,9.6,224,normal
Volvo,V60 T5,Station wagon: Small,2.0,4,AS8,10.0,6.8,8.6,200,normal
Volvo,V60 T6 AWD,Station wagon: Small,2.0,4,AS8,11.3,7.5,9.6,224,normal
Volvo,V60 CC T5 AWD,Station wagon: Small,2.0,4,AS8,10.8,7.7,9.4,220,normal
Volvo,XC40 T4 AWD,SUV: Small,2.0,4,AS8,10.7,7.6,9.3,217,normal
Volvo,XC40 T5 AWD,SUV: Small,2.0,4,AS8,10.7,7.7,9.4,219,normal
Volvo,XC60 T5 AWD,SUV: Small,2.0,4,AS8,11.1,8.3,9.9,230,normal
Volvo,XC60 T6 AWD,SUV: Small,2.0,4,AS8,11.7,8.6,10.3,240,normal
Volvo,XC90 T5 AWD,SUV: Standard,2.0,4,AS8,11.5,8.4,10.1,236,normal
Volvo,XC90 T6 AWD,SUV: Standard,2.0,4,AS8,12.1,8.5,10.5,245,normal
